filename,width,height,class,xmin,ymin,xmax,ymax
GalvanizeMax_ImageSet/images/cow/n01887787_6028.JPEG,500,331,4,2,91,210,290
GalvanizeMax_ImageSet/images/badger/n02447366_9424.JPEG,300,237,5,1,13,261,224
GalvanizeMax_ImageSet/images/hawk/n01605630_3885.JPEG,375,500,2,102,53,272,498
GalvanizeMax_ImageSet/images/badger/n02447366_14992.JPEG,500,333,5,167,107,418,264
GalvanizeMax_ImageSet/images/cow/n01887787_3981.JPEG,512,384,4,197,160,286,268
GalvanizeMax_ImageSet/images/hawk/n01605630_12553.JPEG,500,400,2,183,74,441,359
GalvanizeMax_ImageSet/images/badger/n02447366_11251.JPEG,500,320,5,13,93,381,236
GalvanizeMax_ImageSet/images/cow/n01887787_1509.JPEG,331,500,4,1,45,295,492
GalvanizeMax_ImageSet/images/cow/n01887787_6943.JPEG,332,500,4,5,157,166,356
GalvanizeMax_ImageSet/images/cow/n01887787_3812.JPEG,500,375,4,101,114,132,184
GalvanizeMax_ImageSet/images/cow/n01887787_11028.JPEG,500,332,4,186,226,232,247
GalvanizeMax_ImageSet/images/hawk/n01605630_3841.JPEG,434,500,2,117,51,357,296
GalvanizeMax_ImageSet/images/dog/n02084071_525.JPEG,500,345,1,21,11,499,215
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_1124.JPEG,500,375,3,83,131,274,267
GalvanizeMax_ImageSet/images/cow/n01887787_8963.JPEG,500,375,4,151,169,163,174
GalvanizeMax_ImageSet/images/cow/n01887787_4479.JPEG,500,331,4,66,73,440,253
GalvanizeMax_ImageSet/images/cow/n01887787_5872.JPEG,200,152,4,82,57,127,83
GalvanizeMax_ImageSet/images/cow/n01887787_12295.JPEG,375,500,4,115,124,289,340
GalvanizeMax_ImageSet/images/cow/n01887787_10679.JPEG,500,333,4,137,189,225,232
GalvanizeMax_ImageSet/images/cow/n01887787_11275.JPEG,500,332,4,81,158,116,193
GalvanizeMax_ImageSet/images/cow/n01887787_3950.JPEG,500,332,4,152,146,320,297
GalvanizeMax_ImageSet/images/cow/n01887787_2226.JPEG,500,331,4,285,166,401,272
GalvanizeMax_ImageSet/images/badger/n02447366_9782.JPEG,698,531,5,29,95,413,457
GalvanizeMax_ImageSet/images/hawk/n01605630_3542.JPEG,500,334,2,0,48,386,333
GalvanizeMax_ImageSet/images/hawk/n01605630_5883.JPEG,500,408,2,141,105,313,337
GalvanizeMax_ImageSet/images/cow/n01887787_10656.JPEG,332,500,4,4,190,270,388
GalvanizeMax_ImageSet/images/cow/n01887787_9548.JPEG,500,331,4,291,94,387,293
GalvanizeMax_ImageSet/images/cow/n01887787_4500.JPEG,500,331,4,160,35,350,246
GalvanizeMax_ImageSet/images/cow/n01887787_220.JPEG,500,380,4,398,221,494,317
GalvanizeMax_ImageSet/images/cow/n01887787_220.JPEG,500,380,4,223,231,351,343
GalvanizeMax_ImageSet/images/hawk/n01605630_4829.JPEG,342,500,2,86,87,319,450
GalvanizeMax_ImageSet/images/cow/n01887787_517.JPEG,333,500,4,236,296,288,346
GalvanizeMax_ImageSet/images/hawk/n01605630_861.JPEG,333,500,2,150,25,307,172
GalvanizeMax_ImageSet/images/cow/n01887787_8216.JPEG,500,482,4,199,165,391,399
GalvanizeMax_ImageSet/images/dog/n02084071_14030.JPEG,500,333,1,0,119,287,284
GalvanizeMax_ImageSet/images/cow/n01887787_11870.JPEG,145,74,4,84,6,139,34
GalvanizeMax_ImageSet/images/cow/n01887787_1786.JPEG,137,110,4,41,37,77,76
GalvanizeMax_ImageSet/images/badger/n02447366_2879.JPEG,334,500,5,113,60,332,295
GalvanizeMax_ImageSet/images/cow/n01887787_347.JPEG,500,375,4,332,192,415,225
GalvanizeMax_ImageSet/images/badger/n02447366_61.JPEG,120,120,5,0,8,119,119
GalvanizeMax_ImageSet/images/cow/n01887787_1523.JPEG,500,332,4,339,150,361,201
GalvanizeMax_ImageSet/images/cow/n01887787_5752.JPEG,500,331,4,107,55,252,217
GalvanizeMax_ImageSet/images/cow/n01887787_12300.JPEG,500,332,4,165,165,222,215
GalvanizeMax_ImageSet/images/cow/n01887787_10851.JPEG,142,122,4,60,19,120,86
GalvanizeMax_ImageSet/images/cow/n01887787_5045.JPEG,500,332,4,5,215,38,241
GalvanizeMax_ImageSet/images/dog/n02084071_2176.JPEG,333,500,1,55,78,272,498
GalvanizeMax_ImageSet/images/cow/n01887787_13361.JPEG,500,332,4,60,194,99,226
GalvanizeMax_ImageSet/images/cow/n01887787_618.JPEG,331,500,4,4,19,166,314
GalvanizeMax_ImageSet/images/cow/n01887787_38.JPEG,332,500,4,2,1,330,151
GalvanizeMax_ImageSet/images/cow/n01887787_2570.JPEG,500,331,4,32,121,342,322
GalvanizeMax_ImageSet/images/cow/n01887787_13798.JPEG,500,329,4,194,190,221,221
GalvanizeMax_ImageSet/images/cow/n01887787_1176.JPEG,500,331,4,269,222,398,325
GalvanizeMax_ImageSet/images/cow/n01887787_7208.JPEG,332,500,4,49,171,231,364
GalvanizeMax_ImageSet/images/cow/n01887787_4840.JPEG,500,332,4,184,101,302,210
GalvanizeMax_ImageSet/images/cow/n01887787_14096.JPEG,500,331,4,32,37,494,174
GalvanizeMax_ImageSet/images/cow/n01887787_1349.JPEG,240,160,4,94,34,233,73
GalvanizeMax_ImageSet/images/cow/n01887787_529.JPEG,500,333,4,137,47,344,294
GalvanizeMax_ImageSet/images/cow/n01887787_4106.JPEG,500,331,4,130,60,364,276
GalvanizeMax_ImageSet/images/dog/n02084071_9808.JPEG,800,600,1,247,252,601,430
GalvanizeMax_ImageSet/images/cow/n01887787_14773.JPEG,500,331,4,134,38,353,296
GalvanizeMax_ImageSet/images/cow/n01887787_3852.JPEG,500,349,4,38,66,355,298
GalvanizeMax_ImageSet/images/cow/n01887787_3636.JPEG,500,167,4,77,47,115,102
GalvanizeMax_ImageSet/images/badger/n02447366_7001.JPEG,375,500,5,147,96,373,452
GalvanizeMax_ImageSet/images/cow/n01887787_19.JPEG,500,357,4,77,38,498,350
GalvanizeMax_ImageSet/images/cow/n01887787_3794.JPEG,145,88,4,6,20,59,79
GalvanizeMax_ImageSet/images/hawk/n01605630_1061.JPEG,333,500,2,30,85,331,498
GalvanizeMax_ImageSet/images/cow/n01887787_6391.JPEG,332,500,4,14,158,221,367
GalvanizeMax_ImageSet/images/cow/n01887787_6542.JPEG,500,331,4,5,6,306,223
GalvanizeMax_ImageSet/images/cow/n01887787_7315.JPEG,500,331,4,136,18,488,331
GalvanizeMax_ImageSet/images/cow/n01887787_8155.JPEG,380,285,4,61,60,299,239
GalvanizeMax_ImageSet/images/dog/n02084071_5418.JPEG,500,494,1,227,186,272,242
GalvanizeMax_ImageSet/images/cow/n01887787_12555.JPEG,500,334,4,28,12,500,322
GalvanizeMax_ImageSet/images/cow/n01887787_11899.JPEG,500,331,4,202,98,273,126
GalvanizeMax_ImageSet/images/cow/n01887787_2468.JPEG,500,331,4,74,4,442,299
GalvanizeMax_ImageSet/images/cow/n01887787_9752.JPEG,240,202,4,31,16,150,104
GalvanizeMax_ImageSet/images/cow/n01887787_1005.JPEG,500,208,4,362,25,492,113
GalvanizeMax_ImageSet/images/cow/n01887787_694.JPEG,500,375,4,82,136,193,195
GalvanizeMax_ImageSet/images/cow/n01887787_5973.JPEG,500,331,4,168,36,342,330
GalvanizeMax_ImageSet/images/cow/n01887787_8432.JPEG,375,500,4,23,7,364,491
GalvanizeMax_ImageSet/images/cow/n01887787_8990.JPEG,500,375,4,26,111,64,146
GalvanizeMax_ImageSet/images/cow/n01887787_13079.JPEG,300,200,4,82,54,165,114
GalvanizeMax_ImageSet/images/cow/n01887787_4457.JPEG,400,500,4,35,74,367,406
GalvanizeMax_ImageSet/images/badger/n02447366_5976.JPEG,500,393,5,41,28,329,363
GalvanizeMax_ImageSet/images/dog/n02084071_12162.JPEG,500,332,1,268,62,476,260
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_2456.JPEG,392,258,3,129,37,334,216
GalvanizeMax_ImageSet/images/hawk/n01605630_1289.JPEG,400,500,2,41,52,362,487
GalvanizeMax_ImageSet/images/cow/n01887787_10490.JPEG,500,331,4,74,136,359,292
GalvanizeMax_ImageSet/images/cow/n01887787_9549.JPEG,500,332,4,54,168,282,296
GalvanizeMax_ImageSet/images/cow/n01887787_170.JPEG,380,253,4,156,92,228,193
GalvanizeMax_ImageSet/images/cow/n01887787_6331.JPEG,500,339,4,201,84,378,165
GalvanizeMax_ImageSet/images/hawk/n01605630_2230.JPEG,500,403,2,27,41,497,401
GalvanizeMax_ImageSet/images/cow/n01887787_2860.JPEG,380,288,4,168,94,295,278
GalvanizeMax_ImageSet/images/badger/n02447366_2991.JPEG,500,375,5,27,77,216,266
GalvanizeMax_ImageSet/images/badger/n02447366_89.JPEG,500,375,5,2,18,290,260
GalvanizeMax_ImageSet/images/cow/n01887787_348.JPEG,800,600,4,5,139,416,493
GalvanizeMax_ImageSet/images/cow/n01887787_7584.JPEG,500,331,4,112,54,482,306
GalvanizeMax_ImageSet/images/dog/n02084071_7895.JPEG,500,382,1,329,121,407,233
GalvanizeMax_ImageSet/images/cow/n01887787_945.JPEG,284,500,4,50,43,236,488
GalvanizeMax_ImageSet/images/cow/n01887787_7484.JPEG,360,244,4,3,62,170,223
GalvanizeMax_ImageSet/images/cow/n01887787_8552.JPEG,500,281,4,245,82,398,273
GalvanizeMax_ImageSet/images/dog/n02084071_20207.JPEG,1026,770,1,202,497,621,700
GalvanizeMax_ImageSet/images/cow/n01887787_5514.JPEG,500,332,4,278,168,359,206
GalvanizeMax_ImageSet/images/hawk/n01605630_5656.JPEG,463,500,2,206,45,401,476
GalvanizeMax_ImageSet/images/cow/n01887787_12223.JPEG,477,500,4,16,1,477,440
GalvanizeMax_ImageSet/images/badger/n02447366_13130.JPEG,500,332,5,61,27,320,322
GalvanizeMax_ImageSet/images/cow/n01887787_13614.JPEG,500,375,4,11,25,289,339
GalvanizeMax_ImageSet/images/cow/n01887787_6652.JPEG,500,331,4,22,195,87,239
GalvanizeMax_ImageSet/images/cow/n01887787_9377.JPEG,800,600,4,395,286,505,412
GalvanizeMax_ImageSet/images/cow/n01887787_5045.JPEG,500,332,4,38,234,94,254
GalvanizeMax_ImageSet/images/hawk/n01605630_5445.JPEG,400,500,2,52,15,226,495
GalvanizeMax_ImageSet/images/cow/n01887787_6644.JPEG,250,166,4,148,53,227,146
GalvanizeMax_ImageSet/images/cow/n01887787_11357.JPEG,500,331,4,110,163,430,291
GalvanizeMax_ImageSet/images/cow/n01887787_13532.JPEG,500,315,4,241,178,353,251
GalvanizeMax_ImageSet/images/cow/n01887787_1022.JPEG,500,334,4,330,174,386,210
GalvanizeMax_ImageSet/images/dog/n02084071_18936.JPEG,855,595,1,254,196,519,590
GalvanizeMax_ImageSet/images/cow/n01887787_12519.JPEG,333,500,4,2,1,200,149
GalvanizeMax_ImageSet/images/cow/n01887787_12751.JPEG,500,331,4,321,269,379,331
GalvanizeMax_ImageSet/images/hawk/n01605630_7992.JPEG,330,500,2,26,62,195,411
GalvanizeMax_ImageSet/images/dog/n02084071_197.JPEG,500,400,1,51,108,121,279
GalvanizeMax_ImageSet/images/cow/n01887787_8294.JPEG,500,331,4,11,52,176,159
GalvanizeMax_ImageSet/images/cow/n01887787_14634.JPEG,500,331,4,71,7,499,328
GalvanizeMax_ImageSet/images/cow/n01887787_10808.JPEG,500,331,4,24,218,45,270
GalvanizeMax_ImageSet/images/badger/n02447366_15050.JPEG,500,375,5,189,22,299,117
GalvanizeMax_ImageSet/images/cow/n01887787_5872.JPEG,200,152,4,117,72,193,131
GalvanizeMax_ImageSet/images/cow/n01887787_7878.JPEG,500,334,4,85,156,245,301
GalvanizeMax_ImageSet/images/cow/n01887787_5720.JPEG,500,375,4,170,79,333,283
GalvanizeMax_ImageSet/images/cow/n01887787_2151.JPEG,600,450,4,103,93,487,387
GalvanizeMax_ImageSet/images/cow/n01887787_11197.JPEG,500,332,4,161,269,365,332
GalvanizeMax_ImageSet/images/dog/n02084071_11302.JPEG,500,332,1,64,110,345,330
GalvanizeMax_ImageSet/images/dog/n02084071_1724.JPEG,375,500,1,0,1,373,498
GalvanizeMax_ImageSet/images/cow/n01887787_2987.JPEG,500,331,4,308,200,382,241
GalvanizeMax_ImageSet/images/hawk/n01605630_5472.JPEG,500,375,2,216,100,299,219
GalvanizeMax_ImageSet/images/cow/n01887787_10575.JPEG,500,331,4,388,226,446,289
GalvanizeMax_ImageSet/images/dog/n02084071_1860.JPEG,500,333,1,174,130,332,332
GalvanizeMax_ImageSet/images/cow/n01887787_5369.JPEG,500,336,4,113,108,274,307
GalvanizeMax_ImageSet/images/cow/n01887787_1762.JPEG,500,333,4,43,149,140,276
GalvanizeMax_ImageSet/images/cow/n01887787_121.JPEG,500,331,4,165,95,189,109
GalvanizeMax_ImageSet/images/cow/n01887787_12191.JPEG,500,375,4,477,99,500,136
GalvanizeMax_ImageSet/images/cow/n01887787_5467.JPEG,800,600,4,181,120,753,600
GalvanizeMax_ImageSet/images/cow/n01887787_4746.JPEG,500,331,4,122,44,489,319
GalvanizeMax_ImageSet/images/cow/n01887787_6054.JPEG,500,379,4,148,111,251,236
GalvanizeMax_ImageSet/images/cow/n01887787_575.JPEG,500,334,4,281,75,398,288
GalvanizeMax_ImageSet/images/cow/n01887787_18341.JPEG,600,420,4,30,187,344,380
GalvanizeMax_ImageSet/images/badger/n02447366_16615.JPEG,500,333,5,62,0,480,248
GalvanizeMax_ImageSet/images/cow/n01887787_9400.JPEG,380,285,4,106,2,304,143
GalvanizeMax_ImageSet/images/hawk/n01605630_4658.JPEG,500,375,2,72,1,478,374
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_2821.JPEG,230,184,3,11,4,196,168
GalvanizeMax_ImageSet/images/cow/n01887787_13138.JPEG,500,331,4,281,105,441,162
GalvanizeMax_ImageSet/images/dog/n02084071_18240.JPEG,500,362,1,217,163,277,300
GalvanizeMax_ImageSet/images/dog/n02084071_17816.JPEG,500,332,1,90,9,367,272
GalvanizeMax_ImageSet/images/cow/n01887787_220.JPEG,500,380,4,124,126,180,177
GalvanizeMax_ImageSet/images/cow/n01887787_7970.JPEG,500,333,4,288,124,332,201
GalvanizeMax_ImageSet/images/cow/n01887787_8997.JPEG,500,331,4,37,163,217,259
GalvanizeMax_ImageSet/images/cow/n01887787_12293.JPEG,500,330,4,397,184,446,235
GalvanizeMax_ImageSet/images/cow/n01887787_9399.JPEG,500,323,4,342,170,401,222
GalvanizeMax_ImageSet/images/badger/n02447366_2487.JPEG,500,344,5,132,1,499,283
GalvanizeMax_ImageSet/images/hawk/n01605630_6399.JPEG,430,500,2,102,43,341,481
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_1029.JPEG,151,100,3,79,32,144,83
GalvanizeMax_ImageSet/images/badger/n02447366_5423.JPEG,500,287,5,12,21,468,225
GalvanizeMax_ImageSet/images/badger/n02447366_10774.JPEG,500,333,5,121,28,330,255
GalvanizeMax_ImageSet/images/cow/n01887787_305.JPEG,500,332,4,4,25,499,321
GalvanizeMax_ImageSet/images/cow/n01887787_17343.JPEG,482,377,4,32,3,422,344
GalvanizeMax_ImageSet/images/cow/n01887787_1187.JPEG,500,331,4,283,119,309,146
GalvanizeMax_ImageSet/images/cow/n01887787_2093.JPEG,498,500,4,67,140,395,351
GalvanizeMax_ImageSet/images/cow/n01887787_768.JPEG,200,150,4,42,41,166,119
GalvanizeMax_ImageSet/images/dog/n02084071_14126.JPEG,500,403,1,0,0,236,302
GalvanizeMax_ImageSet/images/dog/n02084071_1746.JPEG,500,375,1,119,17,359,373
GalvanizeMax_ImageSet/images/hawk/n01605630_1445.JPEG,500,268,2,132,54,232,197
GalvanizeMax_ImageSet/images/cow/n01887787_13369.JPEG,500,375,4,245,142,318,267
GalvanizeMax_ImageSet/images/cow/n01887787_5367.JPEG,203,152,4,8,4,199,116
GalvanizeMax_ImageSet/images/hawk/n01605630_5842.JPEG,500,333,2,88,29,375,288
GalvanizeMax_ImageSet/images/badger/n02447366_15139.JPEG,500,375,5,311,30,417,180
GalvanizeMax_ImageSet/images/cow/n01887787_9436.JPEG,333,500,4,198,252,238,283
GalvanizeMax_ImageSet/images/cow/n01887787_11771.JPEG,500,333,4,138,171,182,197
GalvanizeMax_ImageSet/images/badger/n02447366_7792.JPEG,500,333,5,78,0,396,322
GalvanizeMax_ImageSet/images/cow/n01887787_5667.JPEG,331,500,4,100,347,259,435
GalvanizeMax_ImageSet/images/cow/n01887787_3460.JPEG,500,375,4,393,9,500,335
GalvanizeMax_ImageSet/images/cow/n01887787_13760.JPEG,500,333,4,324,152,426,196
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_60.JPEG,500,369,3,127,3,478,326
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_775.JPEG,500,419,3,60,49,417,395
GalvanizeMax_ImageSet/images/cow/n01887787_2569.JPEG,220,220,4,74,96,120,130
GalvanizeMax_ImageSet/images/hawk/n01605630_16847.JPEG,386,500,2,104,246,302,432
GalvanizeMax_ImageSet/images/dog/n02084071_18960.JPEG,500,332,1,222,21,498,331
GalvanizeMax_ImageSet/images/cow/n01887787_9377.JPEG,800,600,4,492,265,609,412
GalvanizeMax_ImageSet/images/dog/n02084071_25310.JPEG,457,500,1,187,184,334,413
GalvanizeMax_ImageSet/images/badger/n02447366_12725.JPEG,400,500,5,61,193,317,433
GalvanizeMax_ImageSet/images/cow/n01887787_3293.JPEG,500,331,4,65,54,381,308
GalvanizeMax_ImageSet/images/cow/n01887787_4586.JPEG,500,375,4,173,187,207,208
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_823.JPEG,302,202,3,111,74,210,160
GalvanizeMax_ImageSet/images/cow/n01887787_14598.JPEG,500,331,4,118,39,500,287
GalvanizeMax_ImageSet/images/hawk/n01605630_407.JPEG,500,400,2,168,53,407,307
GalvanizeMax_ImageSet/images/hawk/n01605630_2015.JPEG,500,463,2,46,54,402,427
GalvanizeMax_ImageSet/images/hawk/n01605630_10328.JPEG,500,348,2,196,107,446,271
GalvanizeMax_ImageSet/images/cow/n01887787_8149.JPEG,500,375,4,397,113,499,243
GalvanizeMax_ImageSet/images/hawk/n01605630_1680.JPEG,373,500,2,76,55,324,396
GalvanizeMax_ImageSet/images/dog/n02084071_963.JPEG,500,375,1,0,25,453,339
GalvanizeMax_ImageSet/images/cow/n01887787_3127.JPEG,500,375,4,213,110,463,262
GalvanizeMax_ImageSet/images/cow/n01887787_8547.JPEG,500,331,4,77,59,499,319
GalvanizeMax_ImageSet/images/hawk/n01605630_76.JPEG,500,333,2,234,97,314,282
GalvanizeMax_ImageSet/images/cow/n01887787_19010.JPEG,370,278,4,19,122,221,241
GalvanizeMax_ImageSet/images/cow/n01887787_12205.JPEG,500,375,4,0,0,498,373
GalvanizeMax_ImageSet/images/dog/n02084071_721.JPEG,490,327,1,115,55,487,325
GalvanizeMax_ImageSet/images/cow/n01887787_7250.JPEG,500,331,4,87,125,132,182
GalvanizeMax_ImageSet/images/hawk/n01605630_12147.JPEG,500,404,2,52,28,387,355
GalvanizeMax_ImageSet/images/cow/n01887787_1209.JPEG,500,331,4,335,220,465,279
GalvanizeMax_ImageSet/images/cow/n01887787_1552.JPEG,500,331,4,316,86,403,300
GalvanizeMax_ImageSet/images/hawk/n01605630_10490.JPEG,500,357,2,29,78,495,356
GalvanizeMax_ImageSet/images/cow/n01887787_13889.JPEG,500,375,4,193,6,243,70
GalvanizeMax_ImageSet/images/cow/n01887787_6684.JPEG,240,160,4,5,22,226,150
GalvanizeMax_ImageSet/images/cow/n01887787_35.JPEG,240,140,4,118,28,240,137
GalvanizeMax_ImageSet/images/cow/n01887787_3753.JPEG,240,160,4,73,95,122,127
GalvanizeMax_ImageSet/images/dog/n02084071_1993.JPEG,500,375,1,206,194,324,268
GalvanizeMax_ImageSet/images/cow/n01887787_13614.JPEG,500,375,4,281,114,433,256
GalvanizeMax_ImageSet/images/cow/n01887787_8214.JPEG,500,331,4,278,208,419,289
GalvanizeMax_ImageSet/images/cow/n01887787_9695.JPEG,400,300,4,260,147,318,183
GalvanizeMax_ImageSet/images/dog/n02084071_32440.JPEG,333,500,1,0,184,215,406
GalvanizeMax_ImageSet/images/dog/n02084071_27033.JPEG,334,500,1,17,7,300,498
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_606.JPEG,427,653,3,24,93,423,496
GalvanizeMax_ImageSet/images/cow/n01887787_6243.JPEG,500,330,4,235,90,288,198
GalvanizeMax_ImageSet/images/hawk/n01605630_3609.JPEG,500,346,2,213,63,295,266
GalvanizeMax_ImageSet/images/cow/n01887787_7786.JPEG,240,160,4,82,84,122,129
GalvanizeMax_ImageSet/images/cow/n01887787_454.JPEG,600,400,4,378,241,429,306
GalvanizeMax_ImageSet/images/cow/n01887787_8587.JPEG,500,400,4,82,133,257,323
GalvanizeMax_ImageSet/images/cow/n01887787_6761.JPEG,500,331,4,329,91,442,196
GalvanizeMax_ImageSet/images/dog/n02084071_16.JPEG,500,375,1,161,1,449,287
GalvanizeMax_ImageSet/images/cow/n01887787_11918.JPEG,500,281,4,191,84,500,235
GalvanizeMax_ImageSet/images/dog/n02084071_7987.JPEG,332,500,1,106,154,313,431
GalvanizeMax_ImageSet/images/cow/n01887787_220.JPEG,500,380,4,285,156,374,197
GalvanizeMax_ImageSet/images/hawk/n01605630_446.JPEG,278,500,2,45,27,226,460
GalvanizeMax_ImageSet/images/hawk/n01605630_9160.JPEG,500,333,2,66,23,470,325
GalvanizeMax_ImageSet/images/hawk/n01605630_1793.JPEG,500,333,2,122,32,499,284
GalvanizeMax_ImageSet/images/cow/n01887787_11899.JPEG,500,331,4,158,69,185,87
GalvanizeMax_ImageSet/images/dog/n02084071_32981.JPEG,500,375,1,237,241,345,374
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_1854.JPEG,500,333,3,79,80,244,204
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_1042.JPEG,800,580,3,300,38,696,506
GalvanizeMax_ImageSet/images/dog/n02084071_11493.JPEG,312,480,1,56,37,310,478
GalvanizeMax_ImageSet/images/badger/n02447366_1209.JPEG,800,533,5,236,102,525,483
GalvanizeMax_ImageSet/images/cow/n01887787_10808.JPEG,500,331,4,126,16,163,55
GalvanizeMax_ImageSet/images/cow/n01887787_2914.JPEG,500,332,4,393,57,487,138
GalvanizeMax_ImageSet/images/cow/n01887787_2082.JPEG,283,380,4,141,19,202,43
GalvanizeMax_ImageSet/images/hawk/n01605630_16004.JPEG,500,349,2,98,57,478,348
GalvanizeMax_ImageSet/images/cow/n01887787_352.JPEG,500,156,4,287,96,299,110
GalvanizeMax_ImageSet/images/dog/n02084071_1931.JPEG,361,500,1,69,70,219,433
GalvanizeMax_ImageSet/images/cow/n01887787_4646.JPEG,500,332,4,304,158,328,185
GalvanizeMax_ImageSet/images/hawk/n01605630_9343.JPEG,398,450,2,18,12,396,448
GalvanizeMax_ImageSet/images/cow/n01887787_5191.JPEG,220,220,4,147,131,178,147
GalvanizeMax_ImageSet/images/cow/n01887787_14698.JPEG,640,480,4,404,152,491,215
GalvanizeMax_ImageSet/images/cow/n01887787_13771.JPEG,380,285,4,142,131,307,210
GalvanizeMax_ImageSet/images/dog/n02084071_20511.JPEG,800,600,1,114,72,672,597
GalvanizeMax_ImageSet/images/dog/n02084071_207.JPEG,375,500,1,8,25,118,245
GalvanizeMax_ImageSet/images/dog/n02084071_15238.JPEG,272,432,1,5,114,270,428
GalvanizeMax_ImageSet/images/cow/n01887787_4611.JPEG,500,331,4,90,3,493,324
GalvanizeMax_ImageSet/images/cow/n01887787_13798.JPEG,500,329,4,303,221,377,304
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_707.JPEG,600,398,3,105,142,307,340
GalvanizeMax_ImageSet/images/cow/n01887787_8963.JPEG,500,375,4,183,164,200,173
GalvanizeMax_ImageSet/images/cow/n01887787_9384.JPEG,300,273,4,1,2,299,272
GalvanizeMax_ImageSet/images/cow/n01887787_3861.JPEG,500,332,4,391,35,486,88
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_750.JPEG,333,500,3,6,151,253,432
GalvanizeMax_ImageSet/images/hawk/n01605630_3489.JPEG,500,333,2,137,29,440,332
GalvanizeMax_ImageSet/images/hawk/n01605630_12887.JPEG,500,333,2,50,75,273,332
GalvanizeMax_ImageSet/images/cow/n01887787_13079.JPEG,300,200,4,170,84,247,116
GalvanizeMax_ImageSet/images/cow/n01887787_6835.JPEG,800,600,4,7,179,678,527
GalvanizeMax_ImageSet/images/cow/n01887787_13889.JPEG,500,375,4,410,148,474,189
GalvanizeMax_ImageSet/images/cow/n01887787_1186.JPEG,500,331,4,295,211,438,319
GalvanizeMax_ImageSet/images/hawk/n01605630_10254.JPEG,500,332,2,192,69,324,331
GalvanizeMax_ImageSet/images/hawk/n01605630_5300.JPEG,500,375,2,223,134,300,240
GalvanizeMax_ImageSet/images/badger/n02447366_9800.JPEG,500,344,5,139,109,457,273
GalvanizeMax_ImageSet/images/hawk/n01605630_7699.JPEG,319,500,2,133,98,233,337
GalvanizeMax_ImageSet/images/cow/n01887787_13308.JPEG,331,500,4,19,286,286,451
GalvanizeMax_ImageSet/images/cow/n01887787_11608.JPEG,500,331,4,2,1,179,63
GalvanizeMax_ImageSet/images/dog/n02084071_4363.JPEG,375,500,1,12,217,195,405
GalvanizeMax_ImageSet/images/cow/n01887787_14223.JPEG,500,331,4,324,87,406,293
GalvanizeMax_ImageSet/images/cow/n01887787_7559.JPEG,500,375,4,66,150,372,278
GalvanizeMax_ImageSet/images/cow/n01887787_9890.JPEG,880,832,4,435,375,477,446
GalvanizeMax_ImageSet/images/cow/n01887787_786.JPEG,500,331,4,404,27,456,63
GalvanizeMax_ImageSet/images/dog/n02084071_564.JPEG,400,300,1,70,39,228,230
GalvanizeMax_ImageSet/images/cow/n01887787_12868.JPEG,500,332,4,105,156,311,284
GalvanizeMax_ImageSet/images/cow/n01887787_12300.JPEG,500,332,4,317,160,362,206
GalvanizeMax_ImageSet/images/cow/n01887787_6607.JPEG,500,388,4,156,79,467,329
GalvanizeMax_ImageSet/images/hawk/n01605630_3821.JPEG,500,370,2,40,41,499,369
GalvanizeMax_ImageSet/images/cow/n01887787_2538.JPEG,500,332,4,168,102,291,207
GalvanizeMax_ImageSet/images/cow/n01887787_942.JPEG,500,331,4,47,42,439,280
GalvanizeMax_ImageSet/images/hawk/n01605630_594.JPEG,500,400,2,12,69,486,340
GalvanizeMax_ImageSet/images/cow/n01887787_13191.JPEG,500,375,4,1,32,104,375
GalvanizeMax_ImageSet/images/sage_grouse/n01797601_1000.JPEG,600,401,3,167,114,361,303
GalvanizeMax_ImageSet/images/cow/n01887787_973.JPEG,500,265,4,273,15,453,255
GalvanizeMax_ImageSet/images/cow/n01887787_4593.JPEG,500,375,4,67,118,306,323
GalvanizeMax_ImageSet/images/hawk/n01605630_9480.JPEG,500,337,2,98,114,188,297
GalvanizeMax_ImageSet/images/hawk/n01605630_1427.JPEG,500,333,2,0,0,466,332
GalvanizeMax_ImageSet/images/cow/n01887787_641.JPEG,375,500,4,98,85,312,396
GalvanizeMax_ImageSet/images/dog/n02084071_2135.JPEG,500,375,1,141,86,380,293
GalvanizeMax_ImageSet/images/hawk/n01605630_7561.JPEG,333,500,2,105,111,285,478
GalvanizeMax_ImageSet/images/cow/n01887787_12897.JPEG,500,331,4,28,74,195,168
GalvanizeMax_ImageSet/images/badger/n02447366_1858.JPEG,250,184,5,41,15,227,168
GalvanizeMax_ImageSet/images/cow/n01887787_11197.JPEG,500,332,4,128,229,167,242
GalvanizeMax_ImageSet/images/dog/n02084071_2149.JPEG,500,333,1,106,68,296,324
